,Probe_ID,Sample_ID,Well 1,Well 2,Well 3,Well 4,Well 5,Well 6,Well 7,Well 8,Well 9,Well 10,Well 11,Well 12,Well 13,Well 14,Well 15,Well 16,Well 17,Well 18,Well 19,Well 20,Well 21
47,303,Sample34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.007,1.083,3.986,0.0,1.0,5.028
49,304,Sample35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,305,Sample36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,307,Sample37,0.0,0.0,0.0,0.0,0.0,7.597,38.444,0.0,0.99,4.972,5.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,310,Sample40,110.715,94.233,107.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.062,70.762,69.271,70.235,0.0,83.117,74.533,0.0
21,312,Sample42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,313,Sample43,0.0,0.0,0.0,0.0,0.0,4.049,19.708,0.0,0.0,2.167,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.993
44,314,Sample44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,400,Sample45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.94
12,402,Sample47,50.583,52.333,44.646,0.0,10.958,13.034,22.496,1.0,0.0,0.0,0.0,0.0,0.0,123.944,105.181,108.06,101.715,0.0,120.562,100.403,0.0
35,403,Sample48,0.0,0.0,0.0,0.0,0.0,3.083,19.701,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.301
50,405,Sample50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,407,Sample52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,410,Sample55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,411,Sample56,0.0,0.0,0.0,0.0,0.0,17.803,60.974,0.0,2.0,15.71,19.625,1.007,0.0,0.0,0.0,0.0,0.0,5.215,0.0,0.0,9.972
34,412,Sample57,0.0,0.0,0.0,0.0,0.0,4.208,20.84,0.0,0.0,2.0,4.062,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.972
32,413,Sample58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,414,Sample59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,2.96,0.0,1.0,5.02
16,500,Sample60,0.0,7.924,34.265,12.143,0.0,0.0,2.986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.801,83.321,35.619,51.785,115.143,57.787
25,501,Sample61,0.0,0.0,0.0,0.0,0.973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,502,Sample62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,503,Sample63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,504,Sample64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,505,Sample65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,509,Sample69,0.0,0.0,0.0,0.0,0.0,1.0,3.951,0.0,0.0,1.0,4.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,511,Sample71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,512,Sample72,0.0,0.0,0.0,0.0,1.618,2.944,7.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,514,Sample74,0.0,6.215,27.776,6.486,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.056,55.804,23.708,50.485,77.388,38.088
